Lote,Empresa,Prefixo,Placa,Tecnologia,Ano Modelo,fase_conama,NOx(kg poluentes/kg diesel),MP(kg poluentes/kg diesel)
E5 ,Mobibrasil,63065 ,EFW0083 ,Articulado ,2013,P7,0.006575,5.5e-05
E9 ,Gatusa,76153 ,FFN6675 ,Articulado ,2013,P7,0.006575,5.5e-05
E9 ,Gatusa,76152 ,FFN6674 ,Articulado ,2013,P7,0.006575,5.5e-05
E9 ,Gatusa,76151 ,FFN6676 ,Articulado ,2013,P7,0.006575,5.5e-05
E5 ,Mobibrasil,63066 ,EFW0067 ,Articulado ,2013,P7,0.006575,5.5e-05
E5 ,Mobibrasil,63071 ,EFW0084 ,Articulado ,2013,P7,0.006575,5.5e-05
E9 ,Gatusa,76143 ,FFN5633 ,Articulado ,2013,P7,0.006575,5.5e-05
E5 ,Mobibrasil,63072 ,EFW0073 ,Articulado ,2013,P7,0.006575,5.5e-05
E5 ,Mobibrasil,63075 ,EFW0087 ,Articulado ,2013,P7,0.006575,5.5e-05
E5 ,Mobibrasil,63076 ,EFW0086 ,Articulado ,2013,P7,0.006575,5.5e-05
E5 ,Mobibrasil,63080 ,EFW0080 ,Articulado ,2013,P7,0.006575,5.5e-05
D3 ,Transunião ,36257 ,EFV6B14 ,Midiônibus ,2013,P7,0.006575,5.5e-05
D3 ,Transunião ,36149 ,EMU5D00 ,Básico ,2013,P7,0.006575,5.5e-05
E3 ,Metropole,31391 ,FFN8969 ,Básico ,2013,P7,0.006575,5.5e-05
E3 ,Metropole,31388 ,FFN8971 ,Básico ,2013,P7,0.006575,5.5e-05
E3 ,Metropole,31379 ,FFN7426 ,Básico ,2013,P7,0.006575,5.5e-05
E3 ,Metropole,31360 ,FFN7424 ,Básico ,2013,P7,0.006575,5.5e-05
E3 ,Metropole,31358 ,FFN7405 ,Básico ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41518 ,FFN3404 ,Padron ,2013,P7,0.006575,5.5e-05
D8 ,Movebuss,55028 ,FLN0E94 ,Midiônibus ,2013,P7,0.006575,5.5e-05
D3 ,Transunião ,36537 ,FJP7287 ,Básico ,2013,P7,0.006575,5.5e-05
E7 ,Metropole,73814 ,FFN7421 ,Articulado ,2013,P7,0.006575,5.5e-05
E7 ,Metropole,73813 ,EFW0096 ,Articulado ,2013,P7,0.006575,5.5e-05
E7 ,Metropole,73812 ,EFW6755 ,Articulado ,2013,P7,0.006575,5.5e-05
E7 ,Metropole,73811 ,EFW0095 ,Articulado ,2013,P7,0.006575,5.5e-05
E7 ,Metropole,73810 ,EFW0093 ,Articulado ,2013,P7,0.006575,5.5e-05
E7 ,Metropole,73809 ,EFW0090 ,Articulado ,2013,P7,0.006575,5.5e-05
E7 ,Metropole,73808 ,FFN7389 ,Articulado ,2013,P7,0.006575,5.5e-05
E7 ,Metropole,73807 ,EFW0100 ,Articulado ,2013,P7,0.006575,5.5e-05
E7 ,Metropole,73806 ,FFN7388 ,Articulado ,2013,P7,0.006575,5.5e-05
E7 ,Metropole,73805 ,EFW0092 ,Articulado ,2013,P7,0.006575,5.5e-05
E7 ,Metropole,73804 ,EFW0094 ,Articulado ,2013,P7,0.006575,5.5e-05
E7 ,Metropole,73803 ,EFW0097 ,Articulado ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41501 ,FGI9213 ,Padron ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41503 ,FGI9215 ,Padron ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41504 ,FGI9220 ,Padron ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41505 ,FGI9C21 ,Padron ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41506 ,FFN3472 ,Padron ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41507 ,FFN3473 ,Padron ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41508 ,FFN3474 ,Padron ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41509 ,FFN3395 ,Padron ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41510 ,FFN3396 ,Padron ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41511 ,FFN3E17 ,Padron ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41512 ,FFN3418 ,Padron ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41513 ,FFN3419 ,Padron ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41514 ,FFN3420 ,Padron ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41515 ,FFN3401 ,Padron ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41516 ,FFN3402 ,Padron ,2013,P7,0.006575,5.5e-05
E7 ,Metropole,73815 ,FFN3766 ,Articulado ,2013,P7,0.006575,5.5e-05
D8 ,Movebuss,55034 ,FFN3G21 ,Midiônibus ,2013,P7,0.006575,5.5e-05
E7 ,Metropole,73816 ,FFN3744 ,Articulado ,2013,P7,0.006575,5.5e-05
E7 ,Metropole,73819 ,FFN3742 ,Articulado ,2013,P7,0.006575,5.5e-05
D3 ,Transunião ,36549 ,FTW5890 ,Básico ,2013,P7,0.006575,5.5e-05
D3 ,Transunião ,36550 ,FTN8J00 ,Básico ,2013,P7,0.006575,5.5e-05
D3 ,Transunião ,36561 ,EXO1017 ,Midiônibus ,2013,P7,0.006575,5.5e-05
D8 ,Movebuss,55049 ,FFN3620 ,Midiônibus ,2013,P7,0.006575,5.5e-05
D3 ,Transunião ,36587 ,FCB9057 ,Básico ,2013,P7,0.006575,5.5e-05
D3 ,Transunião ,36592 ,FJP7307 ,Básico ,2013,P7,0.006575,5.5e-05
D3 ,Transunião ,36598 ,EXO1219 ,Básico ,2013,P7,0.006575,5.5e-05
D8 ,Movebuss,55059 ,FCB9J09 ,Midiônibus ,2013,P7,0.006575,5.5e-05
D3 ,Transunião ,36608 ,FQU3229 ,Básico ,2013,P7,0.006575,5.5e-05
D8 ,Movebuss,55077 ,FCB9897 ,Midiônibus ,2013,P7,0.006575,5.5e-05
D8 ,Movebuss,55085 ,FFN7E45 ,Midiônibus ,2013,P7,0.006575,5.5e-05
D8 ,Movebuss,55089 ,FCB9879 ,Midiônibus ,2013,P7,0.006575,5.5e-05
D8 ,Movebuss,55092 ,FFN3607 ,Midiônibus ,2013,P7,0.006575,5.5e-05
D8 ,Movebuss,55102 ,FFN7E54 ,Midiônibus ,2013,P7,0.006575,5.5e-05
D3 ,Transunião ,36660 ,FTV8H90 ,Básico ,2013,P7,0.006575,5.5e-05
E7 ,Metropole,73830 ,FFN7394 ,Articulado ,2013,P7,0.006575,5.5e-05
E7 ,Metropole,73829 ,FFN7393 ,Articulado ,2013,P7,0.006575,5.5e-05
E7 ,Metropole,73828 ,FFN7392 ,Articulado ,2013,P7,0.006575,5.5e-05
E7 ,Metropole,73827 ,FFN7391 ,Articulado ,2013,P7,0.006575,5.5e-05
E7 ,Metropole,73826 ,FFN7390 ,Articulado ,2013,P7,0.006575,5.5e-05
E7 ,Metropole,73825 ,FFN8997 ,Articulado ,2013,P7,0.006575,5.5e-05
E7 ,Metropole,73824 ,FFN3746 ,Articulado ,2013,P7,0.006575,5.5e-05
E7 ,Metropole,73823 ,FFN3745 ,Articulado ,2013,P7,0.006575,5.5e-05
D3 ,Transunião ,36695 ,FJP7D08 ,Básico ,2013,P7,0.006575,5.5e-05
AR7 ,KBPX,77205 ,FFN3858 ,Articulado ,2013,P7,0.006575,5.5e-05
E7 ,Metropole,73821 ,EFW0098 ,Articulado ,2013,P7,0.006575,5.5e-05
E7 ,Metropole,73820 ,FNA3138 ,Articulado ,2013,P7,0.006575,5.5e-05
E7 ,Metropole,73817 ,FFN0678 ,Articulado ,2013,P7,0.006575,5.5e-05
D4 ,Alfa Rodobus SPE,35733 ,FTO8970 ,Midiônibus ,2013,P7,0.006575,5.5e-05
D8 ,Movebuss,55213 ,FFN3G32 ,Midiônibus ,2013,P7,0.006575,5.5e-05
AR7 ,KBPX,77850 ,EZL6027 ,Padron ,2013,P7,0.006575,5.5e-05
D2 ,Spencer,25071 ,FZV0J69 ,Básico ,2013,P7,0.006575,5.5e-05
D2 ,Spencer,25070 ,FKS6F90 ,Básico ,2013,P7,0.006575,5.5e-05
D5 ,Pêssego,47545 ,FWY6089 ,Midiônibus ,2013,P7,0.006575,5.5e-05
D2 ,Spencer,25069 ,FEE0869 ,Básico ,2013,P7,0.006575,5.5e-05
D2 ,Spencer,25068 ,FVI6978 ,Básico ,2013,P7,0.006575,5.5e-05
D2 ,Spencer,25067 ,FAW4D39 ,Básico ,2013,P7,0.006575,5.5e-05
D5 ,Pêssego,47354 ,FMP0A50 ,Midiônibus ,2013,P7,0.006575,5.5e-05
D2 ,Spencer,25066 ,FWC1J37 ,Básico ,2013,P7,0.006575,5.5e-05
D2 ,Spencer,25077 ,FCM5917 ,Básico ,2013,P7,0.006575,5.5e-05
D2 ,Spencer,25060 ,FCA6D18 ,Básico ,2013,P7,0.006575,5.5e-05
AR3 ,Metropole,32116 ,FFN8996 ,Básico ,2013,P7,0.006575,5.5e-05
E3 ,Metropole,31024 ,FJP7375 ,Articulado ,2013,P7,0.006575,5.5e-05
D5 ,Pêssego,47232 ,FFN3G26 ,Midiônibus ,2013,P7,0.006575,5.5e-05
AR3 ,Metropole,32267 ,FFN7411 ,Básico ,2013,P7,0.006575,5.5e-05
D5 ,Pêssego,47224 ,FTH4749 ,Midiônibus ,2013,P7,0.006575,5.5e-05
D5 ,Pêssego,47216 ,FJP7297 ,Básico ,2013,P7,0.006575,5.5e-05
AR3 ,Metropole,32266 ,FFN8965 ,Básico ,2013,P7,0.006575,5.5e-05
AR3 ,Metropole,32265 ,FFN8964 ,Básico ,2013,P7,0.006575,5.5e-05
D7 ,Transunião,56253 ,FVV6042 ,Midiônibus ,2013,P7,0.006575,5.5e-05
D5 ,Pêssego,47188 ,FRV7F59 ,Midiônibus ,2013,P7,0.006575,5.5e-05
D5 ,Pêssego,47559 ,FXY6290 ,Midiônibus ,2013,P7,0.006575,5.5e-05
AR3 ,Metropole,32114 ,FFN8959 ,Básico ,2013,P7,0.006575,5.5e-05
D8 ,Movebuss,55400 ,FCB9905 ,Midiônibus ,2013,P7,0.006575,5.5e-05
D8 ,Movebuss,55401 ,FCB5663 ,Midiônibus ,2013,P7,0.006575,5.5e-05
D8 ,Movebuss,55410 ,FCB9896 ,Midiônibus ,2013,P7,0.006575,5.5e-05
D8 ,Movebuss,55425 ,FFN3G08 ,Midiônibus ,2013,P7,0.006575,5.5e-05
D8 ,Movebuss,55454 ,FCB9J06 ,Midiônibus ,2013,P7,0.006575,5.5e-05
D8 ,Movebuss,55475 ,FFN3628 ,Midiônibus ,2013,P7,0.006575,5.5e-05
D8 ,Movebuss,55483 ,FQP3J43 ,Midiônibus ,2013,P7,0.006575,5.5e-05
D8 ,Movebuss,55486 ,FFN3G34 ,Midiônibus ,2013,P7,0.006575,5.5e-05
AR3 ,Metropole,32115 ,FFN8960 ,Básico ,2013,P7,0.006575,5.5e-05
D7 ,Transunião,56201 ,FPE2490 ,Básico ,2013,P7,0.006575,5.5e-05
D7 ,Transunião,56210 ,FFN3637 ,Básico ,2013,P7,0.006575,5.5e-05
AR3 ,Metropole,32474 ,FFN8992 ,Articulado ,2013,P7,0.006575,5.5e-05
AR3 ,Metropole,32473 ,FFN3F31 ,Articulado ,2013,P7,0.006575,5.5e-05
D7 ,Transunião,56243 ,FFN3639 ,Básico ,2013,P7,0.006575,5.5e-05
D5 ,Pêssego,47806 ,FTW0E50 ,Básico ,2013,P7,0.006575,5.5e-05
D5 ,Pêssego,47805 ,FVV6A31 ,Midiônibus ,2013,P7,0.006575,5.5e-05
D5 ,Pêssego,47763 ,FRB5B80 ,Básico ,2013,P7,0.006575,5.5e-05
D5 ,Pêssego,47611 ,FLN5E40 ,Midiônibus ,2013,P7,0.006575,5.5e-05
D7 ,Transunião,56203 ,FCO5A87 ,Básico ,2013,P7,0.006575,5.5e-05
D8 ,Movebuss,55386 ,GEL5D86 ,Midiônibus ,2013,P7,0.006575,5.5e-05
AR3 ,Metropole,32264 ,FFN8963 ,Básico ,2013,P7,0.006575,5.5e-05
AR3 ,Metropole,32262 ,FFN7412 ,Básico ,2013,P7,0.006575,5.5e-05
D7 ,Transunião,56318 ,FJR5E80 ,Básico ,2013,P7,0.006575,5.5e-05
D7 ,Transunião,56319 ,FID0580 ,Básico ,2013,P7,0.006575,5.5e-05
D5 ,Pêssego,47005 ,FVV6247 ,Midiônibus ,2013,P7,0.006575,5.5e-05
E6 ,Grajau,61058 ,FJP7382 ,Articulado ,2013,P7,0.006575,5.5e-05
E6 ,Grajau,61059 ,FJP7383 ,Articulado ,2013,P7,0.006575,5.5e-05
E6 ,Grajau,61060 ,FJP7384 ,Articulado ,2013,P7,0.006575,5.5e-05
E6 ,Grajau,61061 ,FJP7387 ,Articulado ,2013,P7,0.006575,5.5e-05
E6 ,Grajau,61062 ,FJP7388 ,Articulado ,2013,P7,0.006575,5.5e-05
D7 ,Transunião,56317 ,FKH9620 ,Básico ,2013,P7,0.006575,5.5e-05
E6 ,Grajau,61063 ,FJP7389 ,Articulado ,2013,P7,0.006575,5.5e-05
E6 ,Grajau,61065 ,FJP7391 ,Articulado ,2013,P7,0.006575,5.5e-05
E6 ,Grajau,61066 ,FJP7392 ,Articulado ,2013,P7,0.006575,5.5e-05
E6 ,Grajau,61067 ,FJP7393 ,Articulado ,2013,P7,0.006575,5.5e-05
E6 ,Grajau,61068 ,FJP7397 ,Articulado ,2013,P7,0.006575,5.5e-05
E6 ,Grajau,61071 ,FFN0722 ,Articulado ,2013,P7,0.006575,5.5e-05
E6 ,Grajau,61072 ,FFN0504 ,Articulado ,2013,P7,0.006575,5.5e-05
E6 ,Grajau,61074 ,FFN0507 ,Articulado ,2013,P7,0.006575,5.5e-05
E6 ,Grajau,61076 ,FFN0641 ,Articulado ,2013,P7,0.006575,5.5e-05
E6 ,Grajau,61064 ,FJP7390 ,Articulado ,2013,P7,0.006575,5.5e-05
AR3 ,Metropole,32263 ,FFN7413 ,Básico ,2013,P7,0.006575,5.5e-05
D7 ,Transunião,56315 ,FCQ5539 ,Básico ,2013,P7,0.006575,5.5e-05
D7 ,Transunião,56312 ,FJF1913 ,Básico ,2013,P7,0.006575,5.5e-05
AR3 ,Metropole,32261 ,FFN7409 ,Básico ,2013,P7,0.006575,5.5e-05
AR3 ,Metropole,32260 ,FFN7408 ,Básico ,2013,P7,0.006575,5.5e-05
AR3 ,Metropole,32259 ,FFN7423 ,Básico ,2013,P7,0.006575,5.5e-05
D5 ,Pêssego,47098 ,FTV4199 ,Básico ,2013,P7,0.006575,5.5e-05
AR3 ,Metropole,32258 ,FFN7407 ,Básico ,2013,P7,0.006575,5.5e-05
AR3 ,Metropole,32118 ,FFN8961 ,Básico ,2013,P7,0.006575,5.5e-05
AR3 ,Metropole,32119 ,FFN8962 ,Básico ,2013,P7,0.006575,5.5e-05
AR3 ,Metropole,32120 ,FFN8980 ,Básico ,2013,P7,0.006575,5.5e-05
D7 ,Transunião,56314 ,FIL1040 ,Básico ,2013,P7,0.006575,5.5e-05
D7 ,Transunião,56271 ,FNC1620 ,Básico ,2013,P7,0.006575,5.5e-05
D7 ,Transunião,56300 ,FYE5680 ,Básico ,2013,P7,0.006575,5.5e-05
D7 ,Transunião,56301 ,FQZ9B60 ,Básico ,2013,P7,0.006575,5.5e-05
D7 ,Transunião,56302 ,FGL3590 ,Básico ,2013,P7,0.006575,5.5e-05
D7 ,Transunião,56303 ,FML0490 ,Básico ,2013,P7,0.006575,5.5e-05
D7 ,Transunião,56304 ,FUJ2690 ,Básico ,2013,P7,0.006575,5.5e-05
D7 ,Transunião,56307 ,FYB7420 ,Básico ,2013,P7,0.006575,5.5e-05
D7 ,Transunião,56308 ,FJU5H20 ,Básico ,2013,P7,0.006575,5.5e-05
D7 ,Transunião,56309 ,FOE8J40 ,Básico ,2013,P7,0.006575,5.5e-05
D7 ,Transunião,56298 ,FRY5660 ,Básico ,2013,P7,0.006575,5.5e-05
D8 ,Movebuss,55363 ,FFN3G19 ,Midiônibus ,2013,P7,0.006575,5.5e-05
AR3 ,Metropole,32117 ,FFN7429 ,Básico ,2013,P7,0.006575,5.5e-05
D8 ,Movebuss,55354 ,FFN3615 ,Midiônibus ,2013,P7,0.006575,5.5e-05
AR7 ,KBPX,77858 ,FFN3884 ,Padron ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41586 ,FJP5E31 ,Padron ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41587 ,FJP5432 ,Padron ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41588 ,FJP5433 ,Padron ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41589 ,FJP5434 ,Padron ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41590 ,FFN3454 ,Padron ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41592 ,FFN0769 ,Padron ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41593 ,FFN3451 ,Padron ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41594 ,FFN3441 ,Padron ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41596 ,FFN0771 ,Padron ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41597 ,FFN4002 ,Padron ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41598 ,FFN0213 ,Padron ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41599 ,FFN3421 ,Padron ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41600 ,FFN3995 ,Padron ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41601 ,FJP8906 ,Padron ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41602 ,FJP8907 ,Padron ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41603 ,FJP8908 ,Padron ,2013,P7,0.006575,5.5e-05
AR7 ,KBPX,77867 ,FFN3875 ,Padron ,2013,P7,0.006575,5.5e-05
AR7 ,KBPX,77856 ,EZL8025 ,Padron ,2013,P7,0.006575,5.5e-05
AR3 ,Metropole,32879 ,FFN8975 ,Básico ,2013,P7,0.006575,5.5e-05
AR3 ,Metropole,32881 ,FFN8995 ,Básico ,2013,P7,0.006575,5.5e-05
AR7 ,KBPX,77864 ,EZL6018 ,Padron ,2013,P7,0.006575,5.5e-05
AR7 ,KBPX,77863 ,EZL6017 ,Padron ,2013,P7,0.006575,5.5e-05
D8 ,Movebuss,55275 ,FFN3627 ,Midiônibus ,2013,P7,0.006575,5.5e-05
D8 ,Movebuss,55358 ,FCB9892 ,Midiônibus ,2013,P7,0.006575,5.5e-05
D8 ,Movebuss,55266 ,FCB5G79 ,Midiônibus ,2013,P7,0.006575,5.5e-05
D8 ,Movebuss,55262 ,FCB9884 ,Midiônibus ,2013,P7,0.006575,5.5e-05
D8 ,Movebuss,55250 ,FNA1561 ,Midiônibus ,2013,P7,0.006575,5.5e-05
AR7 ,KBPX,77862 ,FFN3549 ,Padron ,2013,P7,0.006575,5.5e-05
AR7 ,KBPX,77860 ,EZL8023 ,Padron ,2013,P7,0.006575,5.5e-05
AR7 ,KBPX,77865 ,FFN5262 ,Padron ,2013,P7,0.006575,5.5e-05
AR7 ,KBPX,77866 ,EZL8059 ,Padron ,2013,P7,0.006575,5.5e-05
AR3 ,Metropole,32884 ,FFN8974 ,Básico ,2013,P7,0.006575,5.5e-05
AR3 ,Metropole,32882 ,FFN8972 ,Básico ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41582 ,FJP5451 ,Padron ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41583 ,FJP5E52 ,Padron ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41584 ,FJP5449 ,Padron ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41585 ,FJP5450 ,Padron ,2013,P7,0.006575,5.5e-05
AR3 ,Metropole,32880 ,FFN8976 ,Básico ,2013,P7,0.006575,5.5e-05
D8 ,Movebuss,55214 ,FFN7E62 ,Midiônibus ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41595 ,FJP5420 ,Padron ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41605 ,FJP8910 ,Padron ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41606 ,FJP8921 ,Padron ,2013,P7,0.006575,5.5e-05
D8 ,Movebuss,55205 ,FFN3G24 ,Midiônibus ,2013,P7,0.006575,5.5e-05
AR7 ,KBPX,77853 ,EZL8021 ,Padron ,2013,P7,0.006575,5.5e-05
AR7 ,KBPX,77852 ,EZL6036 ,Padron ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41607 ,FJP8912 ,Padron ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41608 ,FJP8913 ,Padron ,2013,P7,0.006575,5.5e-05
AR7 ,KBPX,77854 ,EZL8022 ,Padron ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41609 ,FJP8914 ,Padron ,2013,P7,0.006575,5.5e-05
D8 ,Movebuss,55299 ,FCB9J68 ,Midiônibus ,2013,P7,0.006575,5.5e-05
AR7 ,KBPX,77851 ,EZL6040 ,Padron ,2013,P7,0.006575,5.5e-05
D8 ,Movebuss,55300 ,FFN3G45 ,Midiônibus ,2013,P7,0.006575,5.5e-05
D8 ,Movebuss,55307 ,FCB5G73 ,Midiônibus ,2013,P7,0.006575,5.5e-05
D8 ,Movebuss,55338 ,FFN3618 ,Midiônibus ,2013,P7,0.006575,5.5e-05
D8 ,Movebuss,55343 ,FCB9903 ,Midiônibus ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41604 ,FJP8909 ,Padron ,2013,P7,0.006575,5.5e-05
AR7 ,KBPX,77855 ,FFN3878 ,Padron ,2013,P7,0.006575,5.5e-05
AR0 ,Ambiental,41610 ,FJP8915 ,Padron ,2013,P7,0.006575,5.5e-05
E5 ,Mobibrasil,63018 ,FON3H03 ,Articulado ,2014,P7,0.006575,5.5e-05
E9 ,Gatusa,76319 ,FYK9268 ,Articulado ,2014,P7,0.006575,5.5e-05
E6 ,Grajau,61268 ,FSE0721 ,Padron ,2014,P7,0.006575,5.5e-05
E6 ,Grajau,61226 ,FRF7928 ,Padron ,2014,P7,0.006575,5.5e-05
E6 ,Grajau,61758 ,FTS1692 ,Articulado ,2014,P7,0.006575,5.5e-05
E6 ,Grajau,61759 ,FEC1083 ,Articulado ,2014,P7,0.006575,5.5e-05
E9 ,Gatusa,76397 ,FTH9A35 ,Articulado ,2014,P7,0.006575,5.5e-05
E6 ,Grajau,61760 ,FIX9037 ,Articulado ,2014,P7,0.006575,5.5e-05
E6 ,Grajau,61761 ,FIE1607 ,Articulado ,2014,P7,0.006575,5.5e-05
E5 ,Mobibrasil,63050 ,FUQ7A98 ,Articulado ,2014,P7,0.006575,5.5e-05
E6 ,Grajau,61214 ,FSI8152 ,Padron ,2014,P7,0.006575,5.5e-05
E9 ,Gatusa,76395 ,FTR1H69 ,Articulado ,2014,P7,0.006575,5.5e-05
E9 ,Gatusa,76320 ,FUP4733 ,Articulado ,2014,P7,0.006575,5.5e-05
E9 ,Gatusa,76394 ,FTC8604 ,Articulado ,2014,P7,0.006575,5.5e-05
E9 ,Gatusa,76393 ,FRS9C08 ,Articulado ,2014,P7,0.006575,5.5e-05
E6 ,Grajau,61272 ,FRB2762 ,Padron ,2014,P7,0.006575,5.5e-05
E9 ,Gatusa,76392 ,FTW6G27 ,Articulado ,2014,P7,0.006575,5.5e-05
E5 ,Mobibrasil,63048 ,FUQ8C95 ,Articulado ,2014,P7,0.006575,5.5e-05
E9 ,Gatusa,76391 ,FRW0J36 ,Articulado ,2014,P7,0.006575,5.5e-05
E9 ,Gatusa,76396 ,FRS5A93 ,Articulado ,2014,P7,0.006575,5.5e-05
E6 ,Grajau,61267 ,FRR4962 ,Padron ,2014,P7,0.006575,5.5e-05
E9 ,Gatusa,76318 ,FYE8282 ,Articulado ,2014,P7,0.006575,5.5e-05
E9 ,Gatusa,76317 ,FVA1940 ,Articulado ,2014,P7,0.006575,5.5e-05
E6 ,Grajau,61262 ,FRH6927 ,Padron ,2014,P7,0.006575,5.5e-05
E6 ,Grajau,61737 ,FEM2I80 ,Articulado ,2014,P7,0.006575,5.5e-05
E6 ,Grajau,61263 ,FQY7938 ,Padron ,2014,P7,0.006575,5.5e-05
E6 ,Grajau,61264 ,FQY8259 ,Padron ,2014,P7,0.006575,5.5e-05
E6 ,Grajau,61738 ,FLZ9G47 ,Articulado ,2014,P7,0.006575,5.5e-05
E6 ,Grajau,61754 ,FSL4C51 ,Articulado ,2014,P7,0.006575,5.5e-05
E6 ,Grajau,61755 ,FLN6774 ,Articulado ,2014,P7,0.006575,5.5e-05
E6 ,Grajau,61756 ,FII9C85 ,Articulado ,2014,P7,0.006575,5.5e-05
E6 ,Grajau,61757 ,FHV6F86 ,Articulado ,2014,P7,0.006575,5.5e-05
E6 ,Grajau,61265 ,FQZ8360 ,Padron ,2014,P7,0.006575,5.5e-05
E6 ,Grajau,61213 ,FSB6733 ,Padron ,2014,P7,0.006575,5.5e-05
E9 ,Gatusa,76316 ,FZD5912 ,Articulado ,2014,P7,0.006575,5.5e-05
E6 ,Grajau,61266 ,FQM9821 ,Padron ,2014,P7,0.006575,5.5e-05
E6 ,Grajau,61269 ,FUL9048 ,Padron ,2014,P7,0.006575,5.5e-05
E6 ,Grajau,61230 ,FQZ2D60 ,Padron ,2014,P7,0.006575,5.5e-05
E6 ,Grajau,61228 ,FRI7819 ,Padron ,2014,P7,0.006575,5.5e-05
E6 ,Grajau,61227 ,FSW8097 ,Padron ,2014,P7,0.006575,5.5e-05
E6 ,Grajau,61273 ,FTW3573 ,Padron ,2014,P7,0.006575,5.5e-05
E9 ,Gatusa,76315 ,FQZ9313 ,Articulado ,2014,P7,0.006575,5.5e-05
E9 ,Gatusa,76390 ,FQQ7F02 ,Articulado ,2014,P7,0.006575,5.5e-05
E9 ,Gatusa,76389 ,FQY6E85 ,Articulado ,2014,P7,0.006575,5.5e-05
E9 ,Gatusa,76388 ,FSR1F82 ,Articulado ,2014,P7,0.006575,5.5e-05
E6 ,Grajau,61762 ,FJG5289 ,Articulado ,2014,P7,0.006575,5.5e-05
E6 ,Grajau,61221 ,FSC0623 ,Padron ,2014,P7,0.006575,5.5e-05
E5 ,Mobibrasil,63024 ,FBG2553 ,Articulado ,2014,P7,0.006575,5.5e-05
E6 ,Grajau,61222 ,FSO5C07 ,Padron ,2014,P7,0.006575,5.5e-05
E5 ,Mobibrasil,63023 ,FCK5932 ,Articulado ,2014,P7,0.006575,5.5e-05
E5 ,Mobibrasil,63022 ,FXR2336 ,Articulado ,2014,P7,0.006575,5.5e-05
E6 ,Grajau,61736 ,FUT9352 ,Articulado ,2014,P7,0.006575,5.5e-05
E5 ,Mobibrasil,63021 ,FPV5573 ,Articulado ,2014,P7,0.006575,5.5e-05
E6 ,Grajau,61223 ,FRY1433 ,Padron ,2014,P7,0.006575,5.5e-05
E6 ,Grajau,61224 ,FSK4I34 ,Padron ,2014,P7,0.006575,5.5e-05
E6 ,Grajau,61270 ,FSJ4H87 ,Padron ,2014,P7,0.006575,5.5e-05
E6 ,Grajau,61271 ,FQW2751 ,Padron ,2014,P7,0.006575,5.5e-05
E5 ,Mobibrasil,63020 ,FJG6464 ,Articulado ,2014,P7,0.006575,5.5e-05
E5 ,Mobibrasil,63009 ,FCU7900 ,Articulado ,2014,P7,0.006575,5.5e-05
E5 ,Mobibrasil,63010 ,FFM2312 ,Articulado ,2014,P7,0.006575,5.5e-05
