Lote,Empresa,Prefixo,Placa,Tecnologia,Ano Modelo,fase_conama,NOx(kg poluentes/kg diesel),MP(kg poluentes/kg diesel)
AR7 ,Nova Paineira,75434 ,EKU8D44 ,Padron ,2020,P7,0.006575,5.5e-05
E7 ,Metropole,73935 ,GIC8186 ,Articulado ,2020,P7,0.006575,5.5e-05
E7 ,Metropole,73969 ,GFN5774 ,Articulado ,2020,P7,0.006575,5.5e-05
E7 ,Metropole,73985 ,GDR5146 ,Articulado ,2020,P7,0.006575,5.5e-05
E7 ,Metropole,73968 ,FOF6825 ,Articulado ,2020,P7,0.006575,5.5e-05
E7 ,Metropole,73986 ,GJV1647 ,Articulado ,2020,P7,0.006575,5.5e-05
E7 ,Metropole,73987 ,GJO0158 ,Articulado ,2020,P7,0.006575,5.5e-05
E7 ,Metropole,73988 ,GGZ4783 ,Articulado ,2020,P7,0.006575,5.5e-05
AR7 ,Nova Paineira,75400 ,FZR8D87 ,Padron ,2020,P7,0.006575,5.5e-05
E7 ,Metropole,73967 ,GEX7693 ,Padron ,2020,P7,0.006575,5.5e-05
AR7 ,Nova Paineira,75401 ,FSG9E78 ,Padron ,2020,P7,0.006575,5.5e-05
AR7 ,Nova Paineira,75402 ,BRY5D29 ,Padron ,2020,P7,0.006575,5.5e-05
AR7 ,Nova Paineira,75403 ,CUI2G30 ,Padron ,2020,P7,0.006575,5.5e-05
E7 ,Metropole,73970 ,GGQ2224 ,Articulado ,2020,P7,0.006575,5.5e-05
E7 ,Metropole,73966 ,GDN1093 ,Padron ,2020,P7,0.006575,5.5e-05
AR7 ,Nova Paineira,75404 ,CUN7D11 ,Padron ,2020,P7,0.006575,5.5e-05
AR7 ,Nova Paineira,75405 ,BPO2I33 ,Padron ,2020,P7,0.006575,5.5e-05
AR7 ,Nova Paineira,75406 ,EFM0I11 ,Padron ,2020,P7,0.006575,5.5e-05
AR7 ,Nova Paineira,75407 ,DPJ6H52 ,Padron ,2020,P7,0.006575,5.5e-05
AR7 ,Nova Paineira,75408 ,CUI6D13 ,Padron ,2020,P7,0.006575,5.5e-05
AR7 ,Nova Paineira,75409 ,CFZ3C94 ,Padron ,2020,P7,0.006575,5.5e-05
AR7 ,Nova Paineira,75410 ,FFM4C15 ,Padron ,2020,P7,0.006575,5.5e-05
AR7 ,Nova Paineira,75411 ,FYE5J26 ,Padron ,2020,P7,0.006575,5.5e-05
E7 ,Metropole,73964 ,CCX2965 ,Padron ,2020,P7,0.006575,5.5e-05
AR7 ,Nova Paineira,75412 ,GJL4I57 ,Padron ,2020,P7,0.006575,5.5e-05
AR7 ,Nova Paineira,75413 ,FOL7C45 ,Padron ,2020,P7,0.006575,5.5e-05
E7 ,Metropole,73965 ,GFG7709 ,Padron ,2020,P7,0.006575,5.5e-05
AR7 ,Nova Paineira,75414 ,CUG5C76 ,Padron ,2020,P7,0.006575,5.5e-05
E7 ,Metropole,73983 ,GJW5674 ,Articulado ,2020,P7,0.006575,5.5e-05
E7 ,Metropole,73981 ,GFM3818 ,Articulado ,2020,P7,0.006575,5.5e-05
D11 ,Transwolff,78068 ,GEF8677 ,Básico ,2020,P7,0.006575,5.5e-05
D1 ,Norte Buss,16170 ,CLF5700 ,Miniônibus ,2020,P7,0.006575,5.5e-05
D1 ,Norte Buss,16171 ,GJD2301 ,Miniônibus ,2020,P7,0.006575,5.5e-05
D8 ,Movebuss,55219 ,EEL5730 ,Midiônibus ,2020,P7,0.006575,5.5e-05
D8 ,Movebuss,55220 ,DVC2F71 ,Midiônibus ,2020,P7,0.006575,5.5e-05
D4 ,Alfa Rodobus SPE,35703 ,EZY8352 ,Midiônibus ,2020,P7,0.006575,5.5e-05
D4 ,Alfa Rodobus SPE,35701 ,FXO9D02 ,Midiônibus ,2020,P7,0.006575,5.5e-05
AR3 ,Metropole,32959 ,GAG2558 ,Padron ,2020,P7,0.006575,5.5e-05
D1 ,Norte Buss,16178 ,BMR9754 ,Miniônibus ,2020,P7,0.006575,5.5e-05
E7 ,Metropole,73978 ,GIQ4552 ,Articulado ,2020,P7,0.006575,5.5e-05
D8 ,Movebuss,55230 ,DRE3D39 ,Midiônibus ,2020,P7,0.006575,5.5e-05
E7 ,Metropole,73982 ,GIV9826 ,Articulado ,2020,P7,0.006575,5.5e-05
E7 ,Metropole,73977 ,GAU5626 ,Articulado ,2020,P7,0.006575,5.5e-05
E7 ,Metropole,73976 ,GCO9627 ,Articulado ,2020,P7,0.006575,5.5e-05
E7 ,Metropole,73975 ,GGP7186 ,Articulado ,2020,P7,0.006575,5.5e-05
D8 ,Movebuss,55232 ,BPO9338 ,Básico ,2020,P7,0.006575,5.5e-05
D11 ,Transwolff,78052 ,FUK0G93 ,Midiônibus ,2020,P7,0.006575,5.5e-05
E7 ,Metropole,73974 ,ERA0940 ,Articulado ,2020,P7,0.006575,5.5e-05
D8 ,Movebuss,55234 ,EST1D28 ,Midiônibus ,2020,P7,0.006575,5.5e-05
E7 ,Metropole,73973 ,GGE6736 ,Articulado ,2020,P7,0.006575,5.5e-05
E7 ,Metropole,73972 ,GHX4183 ,Articulado ,2020,P7,0.006575,5.5e-05
E7 ,Metropole,73971 ,GIS9064 ,Articulado ,2020,P7,0.006575,5.5e-05
E7 ,Metropole,73979 ,GCX1637 ,Articulado ,2020,P7,0.006575,5.5e-05
E7 ,Metropole,73980 ,GDD5224 ,Articulado ,2020,P7,0.006575,5.5e-05
D1 ,Norte Buss,16179 ,EXH7219 ,Miniônibus ,2020,P7,0.006575,5.5e-05
AR7 ,Nova Paineira,75415 ,FPK8D62 ,Padron ,2020,P7,0.006575,5.5e-05
AR7 ,Nova Paineira,75416 ,CTR9J24 ,Padron ,2020,P7,0.006575,5.5e-05
E7 ,Metropole,73963 ,GGA2449 ,Padron ,2020,P7,0.006575,5.5e-05
E7 ,Metropole,73947 ,GEM5684 ,Articulado ,2020,P7,0.006575,5.5e-05
E7 ,Metropole,73946 ,GCF3225 ,Articulado ,2020,P7,0.006575,5.5e-05
E7 ,Metropole,73945 ,GJC8735 ,Articulado ,2020,P7,0.006575,5.5e-05
AR7 ,Nova Paineira,75430 ,CUN5J50 ,Padron ,2020,P7,0.006575,5.5e-05
AR7 ,Nova Paineira,75431 ,DWP2J81 ,Padron ,2020,P7,0.006575,5.5e-05
AR7 ,Nova Paineira,75432 ,ELY5J22 ,Padron ,2020,P7,0.006575,5.5e-05
AR7 ,Nova Paineira,75433 ,EDS3A73 ,Padron ,2020,P7,0.006575,5.5e-05
AR7 ,Nova Paineira,75435 ,EZY6J15 ,Padron ,2020,P7,0.006575,5.5e-05
E7 ,Metropole,73944 ,GHP1467 ,Articulado ,2020,P7,0.006575,5.5e-05
E7 ,Metropole,73943 ,GAI7725 ,Articulado ,2020,P7,0.006575,5.5e-05
AR7 ,Nova Paineira,75436 ,FYE1J06 ,Padron ,2020,P7,0.006575,5.5e-05
E7 ,Metropole,73948 ,GHG0943 ,Articulado ,2020,P7,0.006575,5.5e-05
AR7 ,Nova Paineira,75437 ,BZG9D57 ,Padron ,2020,P7,0.006575,5.5e-05
AR7 ,Nova Paineira,75438 ,GIE4C38 ,Padron ,2020,P7,0.006575,5.5e-05
AR7 ,Nova Paineira,75439 ,DIG7J69 ,Padron ,2020,P7,0.006575,5.5e-05
AR7 ,Nova Paineira,75440 ,GIH3A61 ,Padron ,2020,P7,0.006575,5.5e-05
E7 ,Metropole,73941 ,EHH2857 ,Articulado ,2020,P7,0.006575,5.5e-05
E7 ,Metropole,73940 ,GBG2574 ,Articulado ,2020,P7,0.006575,5.5e-05
E7 ,Metropole,73939 ,GAI7659 ,Articulado ,2020,P7,0.006575,5.5e-05
E7 ,Metropole,73938 ,ECH3240 ,Articulado ,2020,P7,0.006575,5.5e-05
E7 ,Metropole,73937 ,GIT3865 ,Articulado ,2020,P7,0.006575,5.5e-05
D1 ,Norte Buss,16183 ,FML9C56 ,Miniônibus ,2020,P7,0.006575,5.5e-05
E7 ,Metropole,73936 ,GJI4806 ,Articulado ,2020,P7,0.006575,5.5e-05
AR7 ,Nova Paineira,75441 ,CUM5H70 ,Padron ,2020,P7,0.006575,5.5e-05
E7 ,Metropole,73942 ,ELU3033 ,Articulado ,2020,P7,0.006575,5.5e-05
E7 ,Metropole,73949 ,DDD2779 ,Articulado ,2020,P7,0.006575,5.5e-05
D13 ,Alfa Rodobus,86500 ,EMY1A89 ,Midiônibus ,2020,P7,0.006575,5.5e-05
AR7 ,Nova Paineira,75429 ,CMW9H09 ,Padron ,2020,P7,0.006575,5.5e-05
E7 ,Metropole,73962 ,EKD2458 ,Padron ,2020,P7,0.006575,5.5e-05
AR7 ,Nova Paineira,75417 ,FYS1A98 ,Padron ,2020,P7,0.006575,5.5e-05
E7 ,Metropole,73961 ,DRR7742 ,Padron ,2020,P7,0.006575,5.5e-05
E7 ,Metropole,73960 ,EPA5384 ,Padron ,2020,P7,0.006575,5.5e-05
E7 ,Metropole,73959 ,DIS7041 ,Padron ,2020,P7,0.006575,5.5e-05
AR7 ,Nova Paineira,75418 ,BTZ1I59 ,Padron ,2020,P7,0.006575,5.5e-05
E7 ,Metropole,73958 ,END6615 ,Padron ,2020,P7,0.006575,5.5e-05
AR7 ,Nova Paineira,75419 ,CUH0G10 ,Padron ,2020,P7,0.006575,5.5e-05
AR7 ,Nova Paineira,75420 ,GGA4J03 ,Padron ,2020,P7,0.006575,5.5e-05
AR7 ,Nova Paineira,75421 ,CUJ5D14 ,Padron ,2020,P7,0.006575,5.5e-05
AR7 ,Nova Paineira,75422 ,EFY8I52 ,Padron ,2020,P7,0.006575,5.5e-05
AR7 ,Nova Paineira,75423 ,GCE7G35 ,Padron ,2020,P7,0.006575,5.5e-05
E7 ,Metropole,73957 ,DUG9423 ,Padron ,2020,P7,0.006575,5.5e-05
E7 ,Metropole,73956 ,EEE3969 ,Padron ,2020,P7,0.006575,5.5e-05
AR7 ,Nova Paineira,75424 ,CUH5B90 ,Padron ,2020,P7,0.006575,5.5e-05
E7 ,Metropole,73955 ,EOE3748 ,Padron ,2020,P7,0.006575,5.5e-05
E7 ,Metropole,73954 ,DWI9846 ,Padron ,2020,P7,0.006575,5.5e-05
E7 ,Metropole,73953 ,ELE5824 ,Padron ,2020,P7,0.006575,5.5e-05
AR7 ,Nova Paineira,75425 ,DML4C01 ,Padron ,2020,P7,0.006575,5.5e-05
AR7 ,Nova Paineira,75426 ,BSY2I46 ,Padron ,2020,P7,0.006575,5.5e-05
E7 ,Metropole,73952 ,DEI9275 ,Padron ,2020,P7,0.006575,5.5e-05
AR7 ,Nova Paineira,75427 ,FVN6J57 ,Padron ,2020,P7,0.006575,5.5e-05
E7 ,Metropole,73951 ,GEN3613 ,Articulado ,2020,P7,0.006575,5.5e-05
E7 ,Metropole,73950 ,GDK4369 ,Articulado ,2020,P7,0.006575,5.5e-05
AR7 ,Nova Paineira,75428 ,EFD9I58 ,Padron ,2020,P7,0.006575,5.5e-05
AR7 ,Nova Paineira,75442 ,DAO0J51 ,Padron ,2020,P7,0.006575,5.5e-05
E7 ,Metropole,73984 ,GHS3047 ,Articulado ,2020,P7,0.006575,5.5e-05
D1 ,Norte Buss,16366 ,DSK5607 ,Miniônibus ,2020,P7,0.006575,5.5e-05
D1 ,Norte Buss,16225 ,DVD6329 ,Miniônibus ,2020,P7,0.006575,5.5e-05
D7 ,Transunião,56340 ,BYW1C62 ,Midiônibus ,2020,P7,0.006575,5.5e-05
D7 ,Transunião,56339 ,BSX7D66 ,Midiônibus ,2020,P7,0.006575,5.5e-05
D7 ,Transunião,56338 ,BYI9H75 ,Midiônibus ,2020,P7,0.006575,5.5e-05
D7 ,Transunião,56337 ,BXZ9B65 ,Midiônibus ,2020,P7,0.006575,5.5e-05
E9 ,Gatusa,76355 ,FXX3565 ,Articulado ,2020,P7,0.006575,5.5e-05
D7 ,Transunião,56336 ,FAT7G34 ,Midiônibus ,2020,P7,0.006575,5.5e-05
D7 ,Transunião,56335 ,GDL6C08 ,Midiônibus ,2020,P7,0.006575,5.5e-05
D7 ,Transunião,56334 ,GCP0G96 ,Midiônibus ,2020,P7,0.006575,5.5e-05
D7 ,Transunião,56333 ,ELY5G83 ,Midiônibus ,2020,P7,0.006575,5.5e-05
E9 ,Gatusa,76354 ,BXD3515 ,Articulado ,2020,P7,0.006575,5.5e-05
D7 ,Transunião,56332 ,FZQ0H11 ,Midiônibus ,2020,P7,0.006575,5.5e-05
D7 ,Transunião,56331 ,FKX7C84 ,Midiônibus ,2020,P7,0.006575,5.5e-05
D7 ,Transunião,56330 ,CDS0D47 ,Midiônibus ,2020,P7,0.006575,5.5e-05
D7 ,Transunião,56329 ,FOD4A15 ,Midiônibus ,2020,P7,0.006575,5.5e-05
E9 ,Gatusa,76356 ,GGE5893 ,Articulado ,2020,P7,0.006575,5.5e-05
D7 ,Transunião,56328 ,GBW4D22 ,Midiônibus ,2020,P7,0.006575,5.5e-05
E9 ,Gatusa,76353 ,EZY4606 ,Articulado ,2020,P7,0.006575,5.5e-05
D7 ,Transunião,56326 ,FJO5E91 ,Midiônibus ,2020,P7,0.006575,5.5e-05
D7 ,Transunião,56325 ,END3A68 ,Midiônibus ,2020,P7,0.006575,5.5e-05
D7 ,Transunião,56324 ,FNU4I43 ,Midiônibus ,2020,P7,0.006575,5.5e-05
D7 ,Transunião,56323 ,FXO6B39 ,Midiônibus ,2020,P7,0.006575,5.5e-05
E7 ,Metropole,73632 ,GGE3C58 ,Articulado ,2020,P7,0.006575,5.5e-05
E9 ,Gatusa,76352 ,EMY6569 ,Articulado ,2020,P7,0.006575,5.5e-05
D7 ,Transunião,56322 ,GGJ4H86 ,Midiônibus ,2020,P7,0.006575,5.5e-05
D7 ,Transunião,56321 ,EVA6B34 ,Midiônibus ,2020,P7,0.006575,5.5e-05
E9 ,Gatusa,76351 ,FYS1837 ,Articulado ,2020,P7,0.006575,5.5e-05
D7 ,Transunião,56320 ,FUU8D12 ,Midiônibus ,2020,P7,0.006575,5.5e-05
AR3 ,Metropole,32207 ,FCP2H28 ,Padron ,2020,P7,0.006575,5.5e-05
AR3 ,Metropole,32208 ,GCD6E58 ,Padron ,2020,P7,0.006575,5.5e-05
E9 ,Gatusa,76350 ,BKU1672 ,Articulado ,2020,P7,0.006575,5.5e-05
D7 ,Transunião,56327 ,EUZ6E49 ,Midiônibus ,2020,P7,0.006575,5.5e-05
AR3 ,Metropole,32222 ,FFA9G29 ,Padron ,2020,P7,0.006575,5.5e-05
E9 ,Gatusa,76357 ,FCD7945 ,Articulado ,2020,P7,0.006575,5.5e-05
E9 ,Gatusa,76358 ,FYS6823 ,Articulado ,2020,P7,0.006575,5.5e-05
D1 ,Norte Buss,16570 ,CST7510 ,Miniônibus ,2020,P7,0.006575,5.5e-05
D8 ,Movebuss,55462 ,ESP0746 ,Básico ,2020,P7,0.006575,5.5e-05
D1 ,Norte Buss,16567 ,EXN7737 ,Miniônibus ,2020,P7,0.006575,5.5e-05
E9 ,Gatusa,76366 ,CCU4350 ,Articulado ,2020,P7,0.006575,5.5e-05
D1 ,Norte Buss,16562 ,DQJ9902 ,Miniônibus ,2020,P7,0.006575,5.5e-05
E9 ,Gatusa,76365 ,FOE9025 ,Articulado ,2020,P7,0.006575,5.5e-05
E9 ,Gatusa,76364 ,ESF1928 ,Articulado ,2020,P7,0.006575,5.5e-05
D8 ,Movebuss,55468 ,EOO6064 ,Midiônibus ,2020,P7,0.006575,5.5e-05
D8 ,Movebuss,55470 ,EXJ3952 ,Midiônibus ,2020,P7,0.006575,5.5e-05
E9 ,Gatusa,76363 ,DWO9075 ,Articulado ,2020,P7,0.006575,5.5e-05
E9 ,Gatusa,76362 ,EGI1259 ,Articulado ,2020,P7,0.006575,5.5e-05
D8 ,Movebuss,55476 ,BXD4222 ,Midiônibus ,2020,P7,0.006575,5.5e-05
E9 ,Gatusa,76361 ,FMV2357 ,Articulado ,2020,P7,0.006575,5.5e-05
D1 ,Norte Buss,16560 ,BPO6635 ,Miniônibus ,2020,P7,0.006575,5.5e-05
D7 ,Transunião,56341 ,CDR7C12 ,Midiônibus ,2020,P7,0.006575,5.5e-05
D1 ,Norte Buss,16556 ,GIO6096 ,Miniônibus ,2020,P7,0.006575,5.5e-05
AR3 ,Metropole,32204 ,GCL8A96 ,Padron ,2020,P7,0.006575,5.5e-05
D7 ,Transunião,56353 ,FUT8H11 ,Midiônibus ,2020,P7,0.006575,5.5e-05
D7 ,Transunião,56352 ,CLK7G49 ,Midiônibus ,2020,P7,0.006575,5.5e-05
D7 ,Transunião,56351 ,GJG8J38 ,Midiônibus ,2020,P7,0.006575,5.5e-05
D7 ,Transunião,56350 ,FTU5B27 ,Midiônibus ,2020,P7,0.006575,5.5e-05
D7 ,Transunião,56349 ,FPD5B76 ,Midiônibus ,2020,P7,0.006575,5.5e-05
D7 ,Transunião,56348 ,GBY0G85 ,Midiônibus ,2020,P7,0.006575,5.5e-05
D7 ,Transunião,56347 ,FJB0J54 ,Midiônibus ,2020,P7,0.006575,5.5e-05
D7 ,Transunião,56346 ,FVP6F83 ,Midiônibus ,2020,P7,0.006575,5.5e-05
AR3 ,Metropole,32205 ,GCP3A57 ,Padron ,2020,P7,0.006575,5.5e-05
E9 ,Gatusa,76359 ,ELY3826 ,Articulado ,2020,P7,0.006575,5.5e-05
AR3 ,Metropole,32206 ,GGQ3J27 ,Padron ,2020,P7,0.006575,5.5e-05
D7 ,Transunião,56343 ,BYY3C17 ,Midiônibus ,2020,P7,0.006575,5.5e-05
D7 ,Transunião,56342 ,FZU6F11 ,Midiônibus ,2020,P7,0.006575,5.5e-05
E9 ,Gatusa,76360 ,GBE9835 ,Articulado ,2020,P7,0.006575,5.5e-05
D1 ,Norte Buss,16578 ,ELU0098 ,Miniônibus ,2020,P7,0.006575,5.5e-05
AR3 ,Metropole,32223 ,GEY0F19 ,Padron ,2020,P7,0.006575,5.5e-05
E9 ,Gatusa,76349 ,GIL5745 ,Articulado ,2020,P7,0.006575,5.5e-05
D1 ,Norte Buss,16497 ,DGJ0947 ,Miniônibus ,2020,P7,0.006575,5.5e-05
D1 ,Norte Buss,16498 ,EYU0038 ,Miniônibus ,2020,P7,0.006575,5.5e-05
AR3 ,Metropole,32249 ,GCT1675 ,Padron ,2020,P7,0.006575,5.5e-05
D1 ,Norte Buss,16509 ,EXW5109 ,Miniônibus ,2020,P7,0.006575,5.5e-05
AR3 ,Metropole,32268 ,GBR5E08 ,Padron ,2020,P7,0.006575,5.5e-05
D1 ,Norte Buss,16514 ,BZF8984 ,Miniônibus ,2020,P7,0.006575,5.5e-05
AR3 ,Metropole,32269 ,GJG4H19 ,Padron ,2020,P7,0.006575,5.5e-05
AR3 ,Metropole,32270 ,GJZ3F75 ,Padron ,2020,P7,0.006575,5.5e-05
AR3 ,Metropole,32271 ,GCL1G37 ,Padron ,2020,P7,0.006575,5.5e-05
D1 ,Norte Buss,16517 ,FVU2F17 ,Miniônibus ,2020,P7,0.006575,5.5e-05
D1 ,Norte Buss,16520 ,BYZ8G59 ,Miniônibus ,2020,P7,0.006575,5.5e-05
D1 ,Norte Buss,16521 ,GHP9391 ,Miniônibus ,2020,P7,0.006575,5.5e-05
D1 ,Norte Buss,16522 ,BJP2182 ,Miniônibus ,2020,P7,0.006575,5.5e-05
D1 ,Norte Buss,16526 ,GGU4296 ,Miniônibus ,2020,P7,0.006575,5.5e-05
AR3 ,Metropole,32248 ,GJC9247 ,Padron ,2020,P7,0.006575,5.5e-05
D1 ,Norte Buss,16528 ,BPO1B68 ,Miniônibus ,2020,P7,0.006575,5.5e-05
AR3 ,Metropole,32272 ,GBJ6G17 ,Padron ,2020,P7,0.006575,5.5e-05
D7 ,Transunião,56246 ,DVC0629 ,Midiônibus ,2020,P7,0.006575,5.5e-05
D1 ,Norte Buss,16533 ,EHC6923 ,Miniônibus ,2020,P7,0.006575,5.5e-05
AR3 ,Metropole,32424 ,GDT1178 ,Padron ,2020,P7,0.006575,5.5e-05
AR3 ,Metropole,32429 ,GGA5172 ,Padron ,2020,P7,0.006575,5.5e-05
AR3 ,Metropole,32434 ,GHF1467 ,Padron ,2020,P7,0.006575,5.5e-05
D1 ,Norte Buss,16534 ,BYP2014 ,Miniônibus ,2020,P7,0.006575,5.5e-05
D7 ,Transunião,56200 ,FLI0311 ,Básico ,2020,P7,0.006575,5.5e-05
D1 ,Norte Buss,16538 ,BYJ9H53 ,Miniônibus ,2020,P7,0.006575,5.5e-05
D7 ,Transunião,56205 ,DGT5310 ,Midiônibus ,2020,P7,0.006575,5.5e-05
AR3 ,Metropole,32435 ,GEV6314 ,Padron ,2020,P7,0.006575,5.5e-05
D1 ,Norte Buss,16545 ,FKV8I24 ,Miniônibus ,2020,P7,0.006575,5.5e-05
D1 ,Norte Buss,16549 ,DYV3459 ,Miniônibus ,2020,P7,0.006575,5.5e-05
D1 ,Norte Buss,16552 ,DMB5892 ,Miniônibus ,2020,P7,0.006575,5.5e-05
D1 ,Norte Buss,16532 ,FJC4B92 ,Miniônibus ,2020,P7,0.006575,5.5e-05
AR3 ,Metropole,32226 ,GCU4B06 ,Padron ,2020,P7,0.006575,5.5e-05
D1 ,Norte Buss,16493 ,CPM8693 ,Miniônibus ,2020,P7,0.006575,5.5e-05
D1 ,Norte Buss,16486 ,EMY0076 ,Miniônibus ,2020,P7,0.006575,5.5e-05
AR3 ,Metropole,32231 ,GII7G08 ,Padron ,2020,P7,0.006575,5.5e-05
AR3 ,Metropole,32232 ,GAJ9E29 ,Padron ,2020,P7,0.006575,5.5e-05
AR3 ,Metropole,32233 ,GGK2A97 ,Padron ,2020,P7,0.006575,5.5e-05
AR3 ,Metropole,32234 ,GED8A98 ,Padron ,2020,P7,0.006575,5.5e-05
AR3 ,Metropole,32235 ,GIV5G27 ,Padron ,2020,P7,0.006575,5.5e-05
AR3 ,Metropole,32236 ,GEI0F48 ,Padron ,2020,P7,0.006575,5.5e-05
AR3 ,Metropole,32237 ,GBM6703 ,Padron ,2020,P7,0.006575,5.5e-05
D7 ,Transunião,56290 ,GHB3I94 ,Midiônibus ,2020,P7,0.006575,5.5e-05
AR3 ,Metropole,32238 ,GIB3977 ,Padron ,2020,P7,0.006575,5.5e-05
AR3 ,Metropole,32239 ,GAK7404 ,Padron ,2020,P7,0.006575,5.5e-05
E9 ,Gatusa,76348 ,ELO4687 ,Articulado ,2020,P7,0.006575,5.5e-05
E9 ,Gatusa,76347 ,ECV9526 ,Articulado ,2020,P7,0.006575,5.5e-05
E9 ,Gatusa,76346 ,ERA6343 ,Articulado ,2020,P7,0.006575,5.5e-05
AR3 ,Metropole,32240 ,GGR2795 ,Padron ,2020,P7,0.006575,5.5e-05
D1 ,Norte Buss,16492 ,EXS9632 ,Miniônibus ,2020,P7,0.006575,5.5e-05
AR3 ,Metropole,32241 ,GGS1153 ,Padron ,2020,P7,0.006575,5.5e-05
D7 ,Transunião,56276 ,EJV7820 ,Midiônibus ,2020,P7,0.006575,5.5e-05
E9 ,Gatusa,76345 ,DKH2144 ,Articulado ,2020,P7,0.006575,5.5e-05
E9 ,Gatusa,76344 ,DVK8J60 ,Articulado ,2020,P7,0.006575,5.5e-05
AR3 ,Metropole,32243 ,GIV7593 ,Padron ,2020,P7,0.006575,5.5e-05
AR3 ,Metropole,32244 ,GEL2498 ,Padron ,2020,P7,0.006575,5.5e-05
E9 ,Gatusa,76343 ,DOG5602 ,Articulado ,2020,P7,0.006575,5.5e-05
D13 ,Alfa Rodobus,86353 ,GET8C24 ,Midiônibus ,2020,P7,0.006575,5.5e-05
AR3 ,Metropole,32245 ,GHT4995 ,Padron ,2020,P7,0.006575,5.5e-05
AR3 ,Metropole,32246 ,GHW8377 ,Padron ,2020,P7,0.006575,5.5e-05
E9 ,Gatusa,76342 ,EVW5677 ,Articulado ,2020,P7,0.006575,5.5e-05
E9 ,Gatusa,76341 ,EWD1669 ,Articulado ,2020,P7,0.006575,5.5e-05
D1 ,Norte Buss,16481 ,DQQ7431 ,Miniônibus ,2020,P7,0.006575,5.5e-05
AR3 ,Metropole,32247 ,GBR3968 ,Padron ,2020,P7,0.006575,5.5e-05
D1 ,Norte Buss,16482 ,BSZ4J89 ,Miniônibus ,2020,P7,0.006575,5.5e-05
AR3 ,Metropole,32242 ,GGX5375 ,Padron ,2020,P7,0.006575,5.5e-05
D1 ,Norte Buss,16222 ,ERA8165 ,Miniônibus ,2020,P7,0.006575,5.5e-05
D1 ,Norte Buss,16479 ,FNF5F73 ,Miniônibus ,2020,P7,0.006575,5.5e-05
D1 ,Norte Buss,16579 ,EZB9589 ,Miniônibus ,2020,P7,0.006575,5.5e-05
D1 ,Norte Buss,16296 ,ENN3866 ,Miniônibus ,2020,P7,0.006575,5.5e-05
D1 ,Norte Buss,16305 ,GGI0J65 ,Miniônibus ,2020,P7,0.006575,5.5e-05
D1 ,Norte Buss,16310 ,DLG4790 ,Miniônibus ,2020,P7,0.006575,5.5e-05
D1 ,Norte Buss,16313 ,BJO4I65 ,Miniônibus ,2020,P7,0.006575,5.5e-05
D1 ,Norte Buss,16315 ,DKK3275 ,Miniônibus ,2020,P7,0.006575,5.5e-05
D1 ,Norte Buss,16317 ,DUM3F87 ,Miniônibus ,2020,P7,0.006575,5.5e-05
D1 ,Norte Buss,16318 ,EEC1D12 ,Miniônibus ,2020,P7,0.006575,5.5e-05
D1 ,Norte Buss,16328 ,EWB1278 ,Miniônibus ,2020,P7,0.006575,5.5e-05
D1 ,Norte Buss,16333 ,EHH2993 ,Miniônibus ,2020,P7,0.006575,5.5e-05
D1 ,Norte Buss,16335 ,BYI8A73 ,Miniônibus ,2020,P7,0.006575,5.5e-05
D1 ,Norte Buss,16337 ,EKU9767 ,Miniônibus ,2020,P7,0.006575,5.5e-05
D1 ,Norte Buss,16338 ,FUJ3J98 ,Miniônibus ,2020,P7,0.006575,5.5e-05
D1 ,Norte Buss,16340 ,CUF8G69 ,Miniônibus ,2020,P7,0.006575,5.5e-05
D1 ,Norte Buss,16341 ,EUU5881 ,Miniônibus ,2020,P7,0.006575,5.5e-05
D1 ,Norte Buss,16291 ,GFH5341 ,Miniônibus ,2020,P7,0.006575,5.5e-05
D1 ,Norte Buss,16342 ,CUN5H91 ,Miniônibus ,2020,P7,0.006575,5.5e-05
D8 ,Movebuss,55376 ,GFU4217 ,Midiônibus ,2020,P7,0.006575,5.5e-05
D1 ,Norte Buss,16345 ,FOQ0B35 ,Miniônibus ,2020,P7,0.006575,5.5e-05
D8 ,Movebuss,55378 ,BRY0923 ,Básico ,2020,P7,0.006575,5.5e-05
D1 ,Norte Buss,16348 ,BYY4398 ,Miniônibus ,2020,P7,0.006575,5.5e-05
D1 ,Norte Buss,16350 ,BYX9950 ,Miniônibus ,2020,P7,0.006575,5.5e-05
D1 ,Norte Buss,16351 ,CFY7351 ,Miniônibus ,2020,P7,0.006575,5.5e-05
D8 ,Movebuss,55384 ,CUN8535 ,Midiônibus ,2020,P7,0.006575,5.5e-05
D1 ,Norte Buss,16367 ,ECU3G17 ,Miniônibus ,2020,P7,0.006575,5.5e-05
D1 ,Norte Buss,16369 ,CNR9C19 ,Miniônibus ,2020,P7,0.006575,5.5e-05
D1 ,Norte Buss,16370 ,BZG4479 ,Miniônibus ,2020,P7,0.006575,5.5e-05
D1 ,Norte Buss,16372 ,EGV5A72 ,Miniônibus ,2020,P7,0.006575,5.5e-05
D1 ,Norte Buss,16373 ,GDE8E73 ,Miniônibus ,2020,P7,0.006575,5.5e-05
D1 ,Norte Buss,16378 ,CSL2238 ,Miniônibus ,2020,P7,0.006575,5.5e-05
D8 ,Movebuss,55397 ,EVI3810 ,Midiônibus ,2020,P7,0.006575,5.5e-05
